gene_id	gene_name	gene_biotype	transcript_id	transcript_name	transcript_biotype	chromosome	start	end	strand	is_ensembl_canonical	tags
ENSG00000203852	H3C15	protein_coding	ENST00000403683	H3C15-201	protein_coding	1	149852608	149853125	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000270276	H4C15	protein_coding	ENST00000579512	H4C15-201	protein_coding	1	149860764	149861159	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000288825	H2AC18	protein_coding	ENST00000369159	H2AC18-201	protein_coding	1	149842218	149842750	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000184678	H2BC21	protein_coding	ENST00000369155	H2BC21-201	protein_coding	1	149884459	149886682	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000270882	H4C14	protein_coding	ENST00000578186	H4C14-201	protein_coding	1	149832657	149833052	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000203811	H3C14	protein_coding	ENST00000369158	H3C14-201	protein_coding	1	149840687	149841208	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000175143	OR2T1	protein_coding	ENST00000642005	OR2T1-201	protein_coding	1	248403048	248408020	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000187180	LCE2C	protein_coding	ENST00000368783	LCE2C-201	protein_coding	1	152675279	152676569	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000196242	OR2C3	protein_coding	ENST00000641802	OR2C3-202	protein_coding	1	247524677	247536440	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000244057	LCE3C	protein_coding	ENST00000684028	LCE3C-202	protein_coding	1	152600234	152601086	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000179862	CITED4	protein_coding	ENST00000372638	CITED4-201	protein_coding	1	40861054	40862363	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000271810		protein_coding	ENST00000605933		protein_coding	1	112702648	112711355	-	1	cds_end_NF,cds_start_NF,mRNA_end_NF,mRNA_start_NF,gencode_primary,Ensembl_canonical
ENSG00000278139	P3R3URF-PIK3R3	protein_coding	ENST00000540385	P3R3URF-PIK3R3-201	protein_coding	1	46043661	46176488	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000263353	PPIAL4A	protein_coding	ENST00000577856	PPIAL4A-201	protein_coding	1	120889771	120890530	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000288867	PPIAL4C	protein_coding	ENST00000585245	PPIAL4C-201	protein_coding	1	149583848	149584607	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000289549	PPIAL4D	protein_coding	ENST00000544708	PPIAL4D-201	protein_coding	1	145241415	145242174	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000271567	PPIAL4E	protein_coding	ENST00000581164	PPIAL4E-201	protein_coding	1	144372875	144373634	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000279782	PPIAL4F	protein_coding	ENST00000581138	PPIAL4F-202	protein_coding	1	144592893	144593652	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000236334	PPIAL4G	protein_coding	ENST00000419275	PPIAL4G-201	protein_coding	1	148482548	148483302	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000270339	PPIAL4H	protein_coding	ENST00000584068	PPIAL4H-201	protein_coding	1	146344006	146344765	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163352	LENEP	protein_coding	ENST00000392487	LENEP-202	protein_coding	1	154993586	154994315	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173627	APOBEC4	protein_coding	ENST00000308641	APOBEC4-201	protein_coding	1	183646275	183653316	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000204060	FOXO6	protein_coding	ENST00000641094	FOXO6-202	protein_coding	1	41361931	41382681	+	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000267561		protein_coding	ENST00000370548		protein_coding	1	86993009	87169204	+	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000181218	H2AC25	protein_coding	ENST00000689584	H2AC25-202	protein_coding	1	228457364	228457873	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000196890	H2BC26	protein_coding	ENST00000693095	H2BC26-203	protein_coding	1	228458103	228458558	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000225828	FAM229A	protein_coding	ENST00000432622	FAM229A-204	protein_coding	1	32361270	32362485	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000159450	TCHH	protein_coding	ENST00000614923	TCHH-201	protein_coding	1	152106317	152115444	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000203786	KPRP	protein_coding	ENST00000606109	KPRP-201	protein_coding	1	152758025	152762056	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000143126	CELSR2	protein_coding	ENST00000271332	CELSR2-201	protein_coding	1	109249539	109275751	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000215906	LACTBL1	protein_coding	ENST00000426928	LACTBL1-201	protein_coding	1	22953043	22972866	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000289692		protein_coding	ENST00000695747		protein_coding	1	22636506	22644067	+	1	cds_end_NF,mRNA_end_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000289694		protein_coding	ENST00000695856		protein_coding	1	22025511	22092943	+	1	CCDS,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000289700		protein_coding	ENST00000696133		protein_coding	1	209779629	209806179	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000258465		protein_coding	ENST00000485079		protein_coding	1	160240142	160282458	-	1	cds_end_NF,cds_start_NF,mRNA_end_NF,mRNA_start_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000171786	NHLH1	protein_coding	ENST00000302101	NHLH1-201	protein_coding	1	160367071	160372846	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000177144	NUDT4B	protein_coding	ENST00000322209	NUDT4B-201	protein_coding	1	148748774	148752415	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000289710		protein_coding	ENST00000696552		protein_coding	1	30576655	30576825	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000162510	MATN1	protein_coding	ENST00000373765	MATN1-201	protein_coding	1	30711277	30723585	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198754	OXCT2	protein_coding	ENST00000327582	OXCT2-201	protein_coding	1	39769523	39771348	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000163518	FCRL4	protein_coding	ENST00000271532	FCRL4-201	protein_coding	1	157573747	157598085	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000254706		protein_coding	ENST00000420220		protein_coding	1	162366908	162383377	+	1	cds_end_NF,mRNA_end_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000233954	UQCRHL	protein_coding	ENST00000696689	UQCRHL-202	protein_coding	1	15807374	15807649	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000289715		protein_coding	ENST00000696766		protein_coding	1	21547404	21554002	+	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000289697		protein_coding	ENST00000696032		protein_coding	1	196651852	196795393	+	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000116726	PRAMEF12	protein_coding	ENST00000357726	PRAMEF12-201	protein_coding	1	12773738	12777906	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000116721	PRAMEF1	protein_coding	ENST00000332296	PRAMEF1-201	protein_coding	1	12791397	12796628	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000239810	PRAMEF11	protein_coding	ENST00000619922	PRAMEF11-201	protein_coding	1	12824605	12831410	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000179172	HNRNPCL1	protein_coding	ENST00000317869	HNRNPCL1-201	protein_coding	1	12847377	12848720	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000120952	PRAMEF2	protein_coding	ENST00000240189	PRAMEF2-201	protein_coding	1	12857086	12861909	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000243073	PRAMEF4	protein_coding	ENST00000235349	PRAMEF4-201	protein_coding	1	12879212	12886201	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000232423	PRAMEF6	protein_coding	ENST00000376189	PRAMEF6-201	protein_coding	1	12938472	12947580	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000237700	PRAMEF33	protein_coding	ENST00000437300	PRAMEF33-201	protein_coding	1	13303539	13308907	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000204518	AADACL4	protein_coding	ENST00000376221	AADACL4-201	protein_coding	1	12644085	12667076	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000270601	PRAMEF5	protein_coding	ENST00000622421	PRAMEF5-201	protein_coding	1	13254198	13263435	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000182330	PRAMEF8	protein_coding	ENST00000357367	PRAMEF8-201	protein_coding	1	13281304	13285137	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000204478	PRAMEF20	protein_coding	ENST00000602960	PRAMEF20-201	protein_coding	1	13410450	13421328	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000184292	TACSTD2	protein_coding	ENST00000371225	TACSTD2-201	protein_coding	1	58575433	58577252	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000204480	PRAMEF19	protein_coding	ENST00000376101	PRAMEF19-201	protein_coding	1	13368431	13371947	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000177272	KCNA3	protein_coding	ENST00000369769	KCNA3-201	protein_coding	1	110672465	110674940	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000215817	ZC3H11B	protein_coding	ENST00000651890	ZC3H11B-201	protein_coding	1	219608012	219613105	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000187140	FOXD3	protein_coding	ENST00000371116	FOXD3-201	protein_coding	1	63322567	63325128	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000203784	LELP1	protein_coding	ENST00000368747	LELP1-201	protein_coding	1	153203430	153205120	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000203783	PRR9	protein_coding	ENST00000368744	PRR9-201	protein_coding	1	153217584	153219310	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000203782	LORICRIN	protein_coding	ENST00000368742	LORICRIN-201	protein_coding	1	153259687	153262124	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000176022	B3GALT6	protein_coding	ENST00000379198	B3GALT6-201	protein_coding	1	1232237	1235041	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000229571	PRAMEF25	protein_coding	ENST00000619661	PRAMEF25-202	protein_coding	1	13070774	13077884	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000230667	SETSIP	protein_coding	ENST00000596516	SETSIP-201	protein_coding	1	92074533	92075411	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000289768		protein_coding	ENST00000699402		protein_coding	1	161544807	161631204	-	1	cds_end_NF,mRNA_end_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000187080	OR2AK2	protein_coding	ENST00000366480	OR2AK2-201	protein_coding	1	247965233	247966386	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000180433	OR6K6	protein_coding	ENST00000641861	OR6K6-201	protein_coding	1	158754720	158755891	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198965	OR10R2	protein_coding	ENST00000641067	OR10R2-201	protein_coding	1	158472220	158480936	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198452	OR14L1	protein_coding	ENST00000641545	OR14L1-201	protein_coding	1	247617143	247622372	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000279804	PRAMEF18	protein_coding	ENST00000624297	PRAMEF18-202	protein_coding	1	13222695	13226154	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000215912	TTC34	protein_coding	ENST00000401095	TTC34-201	protein_coding	1	2636986	2801693	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000179002	TAS1R2	protein_coding	ENST00000375371	TAS1R2-201	protein_coding	1	18839599	18859660	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000284733	OR4F29	protein_coding	ENST00000426406	OR4F29-201	protein_coding	1	450740	451678	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000283952		protein_coding	ENST00000638880		protein_coding	1	211082872	211188533	-	1	cds_end_NF,mRNA_end_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000284662	OR4F16	protein_coding	ENST00000332831	OR4F16-201	protein_coding	1	685716	686654	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000285053		protein_coding	ENST00000647186		protein_coding	1	235328571	235448929	+	1	CCDS,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000205116	TMEM278	protein_coding	ENST00000378821	TMEM278-201	protein_coding	1	1425871	1430255	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000117152	RGS4	protein_coding	ENST00000367909	RGS4-203	protein_coding	1	163069361	163076802	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000179930	ZNF648	protein_coding	ENST00000339948	ZNF648-201	protein_coding	1	182054570	182061712	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000186150	UBL4B	protein_coding	ENST00000334179	UBL4B-201	protein_coding	1	110112443	110113947	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000177606	JUN	protein_coding	ENST00000371222	JUN-201	protein_coding	1	58780791	58784047	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000162771	GARIN4	protein_coding	ENST00000294829	GARIN4-201	protein_coding	1	212624474	212626775	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000186086	NBPF6	protein_coding	ENST00000495380	NBPF6-202	protein_coding	1	108450343	108471920	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000219481	NBPF1	protein_coding	ENST00000430580	NBPF1-203	protein_coding	1	16562319	16613487	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000280267	PRAMEF26	protein_coding	ENST00000624207	PRAMEF26-201	protein_coding	1	13148907	13156009	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000241128	OR14A2	protein_coding	ENST00000366485	OR14A2-201	protein_coding	1	247722957	247748141	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000288644		protein_coding	ENST00000675181		protein_coding	1	203802094	203802192	+	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000288626		protein_coding	ENST00000675347		protein_coding	1	147611590	147611796	+	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000288629		protein_coding	ENST00000676334		protein_coding	1	89579592	89579654	+	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000288678		protein_coding	ENST00000679970		protein_coding	1	31919563	31919628	-	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000156097	GPR61	protein_coding	ENST00000527748	GPR61-204	protein_coding	1	109539872	109547260	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000293562		protein_coding	ENST00000713621		protein_coding	1	174022122	174022298	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000293564		protein_coding	ENST00000713864		protein_coding	1	179882316	179882393	+	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000293565		protein_coding	ENST00000713865		protein_coding	1	23094326	23094376	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000116745	RPE65	protein_coding	ENST00000262340	RPE65-201	protein_coding	1	68428822	68449954	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198841	KTI12	protein_coding	ENST00000371614	KTI12-201	protein_coding	1	52032103	52033810	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000286015		protein_coding	ENST00000651827		protein_coding	1	248681249	248748349	-	1	cds_start_NF,mRNA_start_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000143178	TBX19	protein_coding	ENST00000367821	TBX19-201	protein_coding	1	168280877	168314426	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000180667	YOD1	protein_coding	ENST00000315927	YOD1-201	protein_coding	1	207043849	207051208	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185668	POU3F1	protein_coding	ENST00000373012	POU3F1-201	protein_coding	1	38043829	38046793	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000284188	C1orf202	protein_coding	ENST00000640271	C1orf202-201	protein_coding	1	244729701	244731015	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000284773		protein_coding	ENST00000417456		protein_coding	1	34974356	34985313	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000288859	H2AC19	protein_coding	ENST00000607355	H2AC19-201	protein_coding	1	149851061	149851594	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000288460	SMIM42	protein_coding	ENST00000672824	SMIM42-201	protein_coding	1	158127287	158128301	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000143631	FLG	protein_coding	ENST00000368799	FLG-201	protein_coding	1	152302165	152325239	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000143520	FLG2	protein_coding	ENST00000388718	FLG2-201	protein_coding	1	152348735	152360006	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198854	KPLCE	protein_coding	ENST00000368775	KPLCE-201	protein_coding	1	152719522	152720470	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000285946	LCE7A	protein_coding	ENST00000650277	LCE7A-201	protein_coding	1	152859996	152861252	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000116996	ZP4	protein_coding	ENST00000366570	ZP4-201	protein_coding	1	237882404	237890922	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000289721	PYDC5	protein_coding	ENST00000696987	PYDC5-201	protein_coding	1	158999971	159002751	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000215695	RSC1A1	protein_coding	ENST00000345034	RSC1A1-201	protein_coding	1	15659713	15662033	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000287839		protein_coding	ENST00000713940		protein_coding	1	155626755	155637604	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000271425	NBPF10	protein_coding	ENST00000583866	NBPF10-201	protein_coding	1	146064711	146144804	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000203730	TEDDM1	protein_coding	ENST00000367565	TEDDM1-201	protein_coding	1	182398117	182400667	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
